File	@xml:id	type	orth
xdge1	Α	NP	Α
xdge1	Α	2	α
xdge1	ἆ	interj	ἆ
xdge1	ἀ-1	afix	1 ἀ-
xdge1	ἀ-2	afix	2 ἀ-
xdge1	ἀ-3	afix	3 ἀ-
xdge1	ἁ-	afix	ἁ-
xdge1	ἀά	subst	ἀά
xdge1	ἀάατος	adj	ἀάατος
xdge1	Ἀάβ	xr	Ἀάβ
xdge1	ἀάβακτος	adj	ἀάβακτος
xdge1	ἀάγη	subst	ἀάγη
xdge1	ἀᾱγής	adj	ἀᾱγής
xdge1	ἀαδεῖν	·	ἀαδεῖν·
xdge1	ἀαδέν	·	ἀαδέν·
xdge1	ἀαδές	xr	ἀαδές
xdge1	ἀάζω	v	ἀάζω
xdge1	ἀάθεκτον	·	ἀάθεκτον·
xdge1	ἀάθι	·	ἀάθι·
xdge1	ἀαίνω	v	ἀαίνω
xdge1	ἀάκατος	·	ἀάκατος·
xdge1	ἀακίδωτος	adj	ἀακίδωτος
xdge1	ἀακραγές	·	ἀακραγές·
xdge1	ἄακτος	adj	ἄακτος
xdge1	ἀϜαλαλκάνα	dmic	*ἀϜαλαλκάνα
xdge1	Ααλαφ	NP	Ααλαφ
xdge1	ἀάλιον	·	ἀάλιον·
xdge1	ἀαλμά	subst	ἀαλμά
xdge1	ἀαναίμα	·	†ἀαναίμα·
xdge1	ἄϜαναξ	adj	ἄϜαναξ
xdge1	ἀανές	·	ἀανές·
xdge1	ἀανής		ἀανής
xdge1	ἀάνθα	subst	ἀάνθα
xdge1	Ἀανῖτις	xr	Ἀανῖτις
xdge1	ἄαπτος	adj	ἄαπτος
xdge1	Ἀαρασσός	NP	Ἀαρασσός
xdge1	ἀαρών	subst	ἀαρών
xdge1	Ἀαρών	NP	Ἀαρών
xdge1	Ααρωνίδης	NP	Ααρωνίδης
xdge1	ἄᾱς	adv	ἄᾱς
xdge1	ἀασιφόρος	adj	ἀασιφόρος
xdge1	ἀασιφρονία	subst	ἀασιφρονία
xdge1	ἀασιφροσύνη	xr	ἀασιφροσύνη
xdge1	ἀασίφρων	xr	ἀασίφρων
xdge1	ἀάσκω	v	ἀάσκω
xdge1	ἀασμός	subst	ἀασμός
xdge1	ἀάσπετος	xr	ἀάσπετος
xdge1	ἀαστόν	adj	ἀαστόν·
xdge1	ἀάστονα	·	ἀάστονα·
xdge1	ἀάσχετος	xr	ἀάσχετος
xdge1	ἄαται	xr	ἄαται
xdge1	ἈϜάτας	dmic	*ἈϜάτας
xdge1	ἀϜατᾶται	xr	ἀϜατᾶται
xdge1	ἀάτη	xr	ἀάτη
xdge1	ἀατήρ	subst	ἀατήρ
xdge1	ἄᾰτος1	adj	1 ἄᾰτος
xdge1	ἄατος2	adj	2 ἄατος
xdge1	ἀατύλον	·	ἀατύλον·
xdge1	ἀάω	v	ἀάω
xdge1	Ἄβ	NP	Ἄβ
xdge1	ἄβα	·	†ἄβα·
xdge1	ἄβα1	xr	1 ἄβα
xdge1	ἄβα2	xr	2 ἄβα
xdge1	Ἄβα	NP	Ἄβα
xdge1	ἄβαγνα	subst	ἄβαγνα·
xdge1	Ἀβαδδων	NP	Ἀβαδδων
xdge1	ἀβαδής	adj	ἀβαδής
xdge1	ἀβάδιστος	adj	ἀβάδιστος
xdge1	Ἀβαεῖται	NP	Ἀβαεῖται
xdge1	Ἀβαεῖτις	NP	Ἀβαεῖτις
xdge1	ἄβαζος	adj	ἄβαζος·
xdge1	ἀβαθής	adj	ἀβαθής
xdge1	ἄβαθμα	·	ἄβαθμα·
xdge1	ἀβαθμίδοτος	adj	ἀβαθμίδοτος
xdge1	ἄβαθρος	adj	ἄβαθρος
xdge1	Ἀβάθουβα	NP	Ἀβάθουβα
xdge1	ἀβάθων	subst	ἀβάθων·
xdge1	Ἄβαι	NP	Ἄβαι
xdge1	Αβαιζ	NP	Αβαιζ
xdge1	ἀβαίνω	v	ἀβαίνω·
xdge1	Ἀβαιόκριτος	NP	Ἀβαιόκριτος
xdge1	ἄβαιος	adj	ἄβαιος
xdge1	Ἀβαῖος	NP	Ἀβαῖος
xdge1	Ἀβάκαινα	NP	Ἀβάκαινα
xdge1	Ἀβακαινῖνος	NP	Ἀβακαινῖνος
xdge1	Ἀβάκαινον	xr	Ἀβάκαινον
xdge1	ἀβάκειον	xr	ἀβάκειον
xdge1	ἀβᾰκέω	v	ἀβᾰκέω
xdge1	ἀβακήμων	adj	ἀβακήμων
xdge1	ἀβακηνούς	·	ἀβακηνούς·
xdge1	ἀβᾰκής	adj	ἀβᾰκής
xdge1	ἀβάκητον	xr	ἀβάκητον
xdge1	ἀβᾰκίζομαι	v	ἀβᾰκίζομαι
xdge1	ἀβάκιον	subst	ἀβάκιον
xdge1	ἀβακίσκος	subst	ἀβακίσκος
xdge1	ἀβακίτης	subst	ἀβακίτης
xdge1	ἀβακλέας	xr	ἀβακλέας
xdge1	ἀβακλή	·	ἀβακλή·
xdge1	ἀβάκλινον	·	ἀβάκλινον·
xdge1	ἀβακοειδής	adj	ἀβακοειδής
xdge1	ἄβακος	subst	ἄβακος
xdge1	ἀβακρόν	·	ἀβακρόν·
xdge1	ἀβακτέω	v	ἀβακτέω
xdge1	ἀβάκτης	xr	ἀβάκτης
xdge1	ἀβάκτητον	·	ἀβάκτητον·
xdge1	ἀβάκτις	subst	ἀβάκτις
xdge1	ἄβακτος	adj	ἄβακτος
xdge1	ἀβάκχευτος	adj	ἀβάκχευτος
xdge1	ἀβακχίωτος	adj	ἀβακχίωτος
xdge1	Ἀβάλας	NP	Ἀβάλας
xdge1	ἀβάλε	interj	ἀβάλε
xdge1	ἀβαλῆ	·	ἀβαλῆ·
xdge1	ἄβαλις	subst	ἄβαλις·
xdge1	Ἀβαλῖται	xr	Ἀβαλῖται
xdge1	Ἀβαλίτης	xr	Ἀβαλίτης
xdge1	ἀβαμβάκευτος	adj	ἀβαμβάκευτος
xdge1	ἄβαμι	xr	ἄβαμι
xdge1	Ἀβάμμων	NP	Ἀβάμμων
xdge1	Ἀβανά	NP	Ἀβανά
xdge1	ἀβάναυσος	adj	ἀβάναυσος
xdge1	Ἀβανδάνης	NP	Ἀβανδάνης
xdge1	Ἄβανθις	NP	Ἄβανθις
xdge1	Ἄβαντα	NP	Ἄβαντα
xdge1	ἀβάντασιν	·	ἀβάντασιν·
xdge1	Ἀβάντειος	NP	Ἀβάντειος
xdge1	Ἄβαντες	NP	Ἄβαντες
xdge1	Ἀβαντιάδης	NP	Ἀβαντιάδης
xdge1	Ἀβαντιάς	NP	Ἀβαντιάς
xdge1	Ἀβαντίδας	NP	Ἀβαντίδας
xdge1	Ἀβάντιος	xr	Ἀβάντιος
xdge1	Ἀβαντίς	NP	Ἀβαντίς
xdge1	ἄβαξ1	subst	1 ἄβαξ
xdge1	ἄβαξ2	adj	2 ἄβαξ
xdge1	ἀβάπτιστος	adj	ἀβάπτιστος
xdge1	ἄβαπτος	adj	ἄβαπτος
xdge1	Ἀβαράθα	NP	Ἀβαράθα
xdge1	Ἀβαρβᾰρέη	NP	Ἀβαρβᾰρέη
xdge1	ἀβαρβάριστος	adj	ἀβαρβάριστος
xdge1	ἀβαρβάρως	adv	ἀβαρβάρως
xdge1	Ἀβαρβίνα	NP	Ἀβαρβίνα
xdge1	Ἀβαρεύς	xr	Ἀβαρεύς
xdge1	ἀβᾰρής	adj	ἀβᾰρής
xdge1	Ἀβαρικός	NP	Ἀβαρικός
xdge1	Αβαριμ	NP	Αβαριμ
xdge1	ἄβαρις	subst	ἄβαρις
xdge1	Ἄβᾱρις	NP	Ἄβᾱρις
xdge1	ἁβαριστά	subst	ἁβαριστά
xdge1	ἀβαρκηνιν	subst	ἀβαρκηνιν
xdge1	ἄβαρκνα	·	ἄβαρκνα·
xdge1	ἀβαρκνᾷ	·	ἀβαρκνᾷ·
xdge1	ἀβαρλεῖται	·	†ἀβαρλεῖται·
xdge1	Ἀβαρνεύς	NP	Ἀβαρνεύς
xdge1	Ἀβαρνιάς	NP	Ἀβαρνιάς
xdge1	Ἀβαρνίς	NP	Ἀβαρνίς
xdge1	ἀβάρνου	·	ἀβάρνου·
xdge1	Ἄβᾰροι	NP	Ἄβᾰροι
xdge1	ἀβαρταί	adj	ἀβαρταί·
xdge1	ἀβαρτία	·	ἀβαρτία·
xdge1	ἄβαρτος	·	ἄβαρτος·
xdge1	Ἄβαρτος	NP	Ἄβαρτος
xdge1	ἀβαρύ	·	ἀβαρύ·
xdge1	ἀβάς	·	ἀβάς·
xdge1	Ἄβας	NP	Ἄβας
xdge1	Ἄβασα	NP	Ἄβασα
xdge1	ἀβᾶσαι	·	ἀβᾶσαι·
xdge1	ἀβασάνιστος	adj	ἀβασάνιστος
xdge1	Ἀβασγία	NP	Ἀβασγία
xdge1	Ἀβασγοί	NP	Ἀβασγοί
xdge1	ἀβασγός	·	ἀβασγός·
xdge1	Ἀβασηνοί	NP	Ἀβασηνοί
xdge1	ἀβασία	subst	ἀβασία
xdge1	ἀβασιλευσία	subst	ἀβασιλευσία
xdge1	ἀβασίλευτος	adj	ἀβασίλευτος
xdge1	Ἀβάσκανθος	NP	Ἀβάσκανθος
xdge1	ἀβάσκανος	adj	ἀβάσκανος
xdge1	ἀβάσκαντος	adj	ἀβάσκαντος
xdge1	Ἀβασκοί	NP	Ἀβασκοί
xdge1	Ἄβασκος	NP	Ἄβασκος
xdge1	ἀβάστακτος	adj	ἀβάστακτος
xdge1	Ἀβαστανοί	NP	Ἀβαστανοί
xdge1	ἄβαστον	adj	ἄβαστον
xdge1	ἁβατάς	xr	ἁβατάς
xdge1	Ἀβάτης	NP	Ἀβάτης
xdge1	ἄβατι	subst	ἄβατι
xdge1	ἄβᾰτος	adj	ἄβᾰτος
xdge1	Ἄβατος	NP	Ἄβατος
xdge1	ἀβατοῦμαι	v	ἀβατοῦμαι
xdge1	Ἀβαύχας	NP	Ἀβαύχας
xdge1	ἀβαφής	adj	ἀβαφής
xdge1	ἄβαφος	adj	ἄβαφος
xdge1	ἁβάω	xr	ἁβάω
xdge1	ἀββα	subst	ἀββα
xdge1	Ἄββα	NP	Ἄββα
xdge1	Ἄββαρος	NP	Ἄββαρος
xdge1	ἀββάσκω	xr	ἀββάσκω
xdge1	Ἀββορᾶς	xr	Ἀββορᾶς
xdge1	Ἄβγαρος	xr	Ἄβγαρος
xdge1	Ἀβδαγάσης	NP	Ἀβδαγάσης
xdge1	Ἀβδαῖος	NP	Ἀβδαῖος
xdge1	Ἀβδαλώνυμος	NP	Ἀβδαλώνυμος
xdge1	Ἄβδαρα	xr	Ἄβδαρα
xdge1	Ἀβδαράξως	NP	Ἀβδαράξως
xdge1	Ἀβδάσταρτος	NP	Ἀβδάσταρτος
xdge1	Ἀβδέηλος	NP	Ἀβδέηλος
xdge1	Ἄβδειρα	NP	Ἄβδειρα
xdge1	ἄβδελλον	·	†ἄβδελλον·
xdge1	Ἀβδελλώνυμος	xr	Ἀβδελλώνυμος
xdge1	ἀβδέλυκτος	adj	ἀβδέλυκτος
xdge1	ἄβδηλα	·	ἄβδηλα·
xdge1	Ἀβδήλιμος	NP	Ἀβδήλιμος
xdge1	Ἀβδήμων	NP	Ἀβδήμων
xdge1	Ἄβδηρα	NP	Ἄβδηρα
xdge1	Ἀβδήραδε	NP	Ἀβδήραδε
xdge1	Ἀβδηρία	NP	Ἀβδηρία
xdge1	Ἀβδηρικός	NP	Ἀβδηρικός
xdge1	Ἀβδηρίτης	NP	Ἀβδηρίτης
xdge1	Ἀβδηρῑτικός	NP	Ἀβδηρῑτικός
xdge1	Ἀβδηρῖτις	NP	Ἀβδηρῖτις
xdge1	Ἀβδηροδημόκριτος	NP	Ἀβδηροδημόκριτος
xdge1	Ἀβδηρόθεν	NP	Ἀβδηρόθεν
xdge1	ἀβδηρολόγος	adj	ἀβδηρολόγος
xdge1	Ἄβδηρος	NP	Ἄβδηρος
xdge1	ἄβδης	subst	ἄβδης
xdge1	ἀβδία	subst	ἀβδία·
xdge1	Ἀβδιοῦ	NP	Ἀβδιοῦ
xdge1	Ἀβδύμων	xr	Ἀβδύμων
xdge1	ἀβδώμια	subst	ἀβδώμια
xdge1	Ἀβέακος	NP	Ἀβέακος
xdge1	ἀβέβαιος	adj	ἀβέβαιος
xdge1	ἀβεβαιότης	subst	ἀβεβαιότης
xdge1	ἀβεβαίωσις	subst	ἀβεβαίωσις
xdge1	ἀβέβηλος	adj	ἀβέβηλος
xdge1	ἄβεις	·	ἄβεις·
xdge1	Ἄβελ	NP	Ἄβελ
xdge1	Ἄβελα	NP	Ἄβελα
xdge1	ἀβελιακόν	xr	ἀβελιακόν
xdge1	ἀβέλιος	xr	ἀβέλιος
xdge1	Ἀβέλιος	NP	Ἀβέλιος
xdge1	Ἀβέλλα	NP	Ἀβέλλα
xdge1	Ἀβελλάνη	NP	Ἀβελλάνη
xdge1	Ἀβέλλινον	NP	Ἀβέλλινον
xdge1	ἄβελλος	adj	ἄβελλος
xdge1	Ἀβελμαούλ	NP	Ἀβελμαούλ
xdge1	Ἄβελος	NP	Ἄβελος
xdge1	ἀβελτάριον	subst	†ἀβελτάριον
xdge1	ἀβελτέρειος	adj	ἀβελτέρειος
xdge1	ἀβελτερεύομαι	v	ἀβελτερεύομαι
xdge1	ἀβελτερία	subst	ἀβελτερία
xdge1	ἀβελτεροκόκκυξ	subst	ἀβελτεροκόκκυξ
xdge1	ἀβέλτερος	adj	ἀβέλτερος
xdge1	ἀβελτήριον	subst	†ἀβελτήριον
xdge1	ἀβέλτης	xr	ἀβέλτης
xdge1	Ἀβελωχέα	NP	Ἀβελωχέα
xdge1	ἄβενα	xr	ἄβενα
xdge1	Ἀβεννῆρος	NP	Ἀβε(ν)νῆρος
xdge1	Ἀβεντῖνος	xr	Ἀβεντῖνος
xdge1	ἄβεος	subst	ἄβεος
xdge1	ἀβέρβηλος	xr	ἀβέρβηλος
xdge1	Ἀβέρκιος	NP	Ἀβέρκιος
xdge1	Ἀβερριγῖνες	xr	Ἀβερριγῖνες
xdge1	ἀβέρτα	subst	ἀβέρτα
xdge1	ἄβεσσα	subst	ἄβεσσα
xdge1	Ἀβεσσαλώμ	xr	Ἀβεσσαλώμ
xdge1	Αβεσσα	xr	Αβεσσα
xdge1	Ἀβεύς	NP	Ἀβεύς
xdge1	Ἄβη	xr	Ἄβη
xdge1	ἀβηδών	xr	ἀβηδών
xdge1	ἀβῆνα	subst	ἀβῆνα
xdge1	ἁβῆναι	subst	ἁβῆναι
xdge1	Ἀβηννήριχος	NP	Ἀβηννήριχος
xdge1	ἀβήρ	xr	ἀβήρ
xdge1	ἀβήρει	v	†ἀβήρει·
xdge1	ἀβηροῦσι	·	†ἀβηροῦσι·
xdge1	ἀβής	·	ἀβής·
xdge1	ἀβήσσει	v	ἀβήσσει·
xdge1	ἀβήσω	xr	ἀβήσω
xdge1	Ἀβία	NP	Ἀβία
xdge1	Αβιά	NP	Αβιά
xdge1	Ἀβιαθάρ	NP	Ἀβιαθάρ
xdge1	ἀβίαιος	adj	ἀβία[ι]ος
xdge1	Ἀβιανός	NP	Ἀβιανός
xdge1	Ἀβίας	NP	Ἀβίας
xdge1	ἀβιαστικός	adj	ἀβιαστικός
xdge1	ἀβίαστος	adj	ἀβίαστος
xdge1	Ἀβίβ	NP	Ἀβίβ
xdge1	Ἀβίβαλος	NP	Ἀβίβαλος
xdge1	ἀβίβαστος	adj	ἀβίβαστος
xdge1	ἀβίβλης	adj	ἀβίβλης
xdge1	Ἀβιγαία	NP	Ἀβιγαία
xdge1	Ἀβίγας	NP	Ἀβίγας
xdge1	Ἀβιδᾶ	NP	Ἀβιδᾶ
xdge1	ἀβίδης	xr	ἀβίδης
xdge1	Ἀβιεζέρης	NP	Ἀβιεζέρης
xdge1	Ἀβίητα	NP	Ἀβίητα
xdge1	Ἀβιήτης	NP	Ἀβιήτης
xdge1	Ἀβική	NP	Ἀβική
xdge1	ἄβικτον	·	ἄβικτον·
xdge1	Ἀβιλά	NP	Ἀβιλά
xdge1	Ἄβιλα	NP	Ἄβιλα
xdge1	Ἄβιλα_Λυσανίου	NP	Ἄβιλα Λυσανίου
xdge1	Ἀβίλη	NP	Ἀβίλη
xdge1	Ἀβιληνή	NP	Ἀβιληνή
xdge1	Ἀβιληνός	NP	Ἀβιληνός
xdge1	ἀβίλλιον		ἀβίλλιον
xdge1	Ἀβίλλιος	NP	Ἀβίλλιος
xdge1	Ἀβιλμαθαδάχος	NP	Ἀβιλμαθαδάχος
xdge1	Ἀβίλουνον	NP	Ἀβίλουνον
xdge1	Ἀβιλυκός	NP	Ἀβιλυκός
xdge1	Ἀβίλυξ-υγος-ὁ	NP	Ἀβίλυξ
xdge1	Ἀβίλυξ-υκος-ἡ	NP	Ἀβίλυξ
xdge1	Ἀβιμάηλος	NP	Ἀβιμάηλος
xdge1	Ἀβιμέλεχος	NP	Ἀβιμέλεχος
xdge1	ἄβιν	·	ἄβιν·
xdge1	Ἀβινάδαβος	NP	Ἀβινάδαβος
xdge1	Ἄβιννα	NP	Ἄβιννα
xdge1	Ἄβιοι	NP	Ἄβιοι
xdge1	ἀβιόλη	·	ἀβιόλη·
xdge1	ἄβῐος1	adj	1 ἄβῐος
xdge1	ἄβιος2	adj	2 ἄβιος
xdge1	ἀβίοτος	adj	ἀβίοτος
xdge1	Ἀβιοῦς	NP	Ἀβιοῦς
xdge1	Ἀβίραμος	NP	Ἀβίραμος
xdge1	Ἀβίρας	NP	Ἀβίρας
xdge1	Ἀβιρία	NP	Ἀβιρία
xdge1	Ἀβισαῖος	NP	Ἀβισαῖος
xdge1	Ἀβισάκη	NP	Ἀβισάκη
xdge1	Ἀβισάρης	NP	Ἀβισάρης
xdge1	Ἀβίσαρος	NP	Ἀβίσαρος
xdge1	Ἄβισσα	NP	Ἄβισσα
xdge1	Ἀβισσαρεῖς	NP	Ἀβισσαρεῖς
xdge1	Ἀβιτάλη	NP	Ἀβιτάλη
xdge1	Ἄβιτος	NP	Ἄβιτος
xdge1	ἀβιτώριον	subst	ἀβιτώριον
xdge1	ἀβίυκτον	·	ἀβίυκτον·
xdge1	Ἀβίων	NP	Ἀβίων
xdge1	ἀβιωτοποιός	adj	ἀβιωτοποιός
xdge1	ἀβίωτος	adj	ἀβίωτος
xdge1	ἀβλάβεια	subst	ἀβλάβεια
xdge1	ἀβλᾰβής	adj	ἀβλᾰβής
xdge1	ἀβλαβί	adv	ἀβλαβί
xdge1	ἀβλᾰβία	subst	ἀβλᾰβία
xdge1	Ἀβλάβιος	NP	Ἀβλάβιος
xdge1	ἀβλαβύνιον	subst	ἀβλαβύνιον
xdge1	ἀβλαδέως	·	ἀβλαδέως·
xdge1	ἀβλάκεια	subst	ἀβλάκεια
xdge1	Ἀβλάνα	NP	Ἀβλάνα
xdge1	Ἀβλαναθώ	NP	Ἀβλαναθώ
xdge1	ἀβλάξ	·	ἀβλάξ·
xdge1	ἄβλαπτος	adj	ἄβλαπτος
xdge1	ἄβλαροι	·	ἄβλαροι·
xdge1	ἄβλας	·	ἄβλας·
xdge1	ἀβλαστέω	v	ἀβλαστέω
xdge1	ἀβλαστής	adj	ἀβλαστής
xdge1	ἀβλάστητος	adj	ἀβλάστητος
xdge1	ἄβλαστος	adj	ἄβλαστος
xdge1	ἀβλασφήμητος	adj	ἀβλασφήμητος
xdge1	Ἄβλατα	NP	Ἄβλατα
xdge1	ἄβλαυτος	adj	ἄβλαυτος
xdge1	ἀβλεμέως	adv	ἀβλεμέως
xdge1	ἀβλεμής	adj	ἀβλεμής
xdge1	ἀβλεννής	adj	ἀβλεννής
xdge1	ἀβλεπέω	v	ἀβλεπέω
xdge1	ἀβλεπής	adj	ἀβλεπής
xdge1	ἀβλεπτέω	v	ἀβλεπτέω
xdge1	ἀβλεπτής	adj	ἀβλεπτής
xdge1	ἀβλέπτημα	subst	ἀβλέπτημα
xdge1	ἄβλεπτος	adj	ἄβλεπτος
xdge1	ἀβλέφᾰρος	adj	ἀβλέφᾰρος
xdge1	ἀβλεψία	subst	ἀβλεψία
xdge1	ἄβληρα	subst	ἄβληρα
xdge1	Ἄβληρος	NP	Ἄβληρος
xdge1	ἀβλής	adj	ἀβλής
xdge1	ἀβλητῆρες	·	ἀβλητῆρες·
xdge1	ἄβλητος	adj	ἄβλητος
xdge1	ἀβληχής	adj	ἀβληχής
xdge1	ἀβλήχμων	adj	ἀβλήχμων·
xdge1	ἀβληχρής	adj	ἀβληχρής
xdge1	ἀβληχροποιός	adj	ἀβληχροποιός
xdge1	ἀβληχρός	adj	ἀβληχρός
xdge1	ἀβλιβότυρος	subst	ἀβλιβότυρος
xdge1	ἀβλίμαστον	·	ἀβλίμαστον·
xdge1	ἀβλόη	·	†ἀβλόη·
xdge1	ἀβλοπές	·	ἀβλοπές·
xdge1	ἀβλοπία	subst	ἀβλοπία
xdge1	Ἄβνοβα	NP	Ἄβνοβα
xdge1	Ἀβνοβαῖος	NP	Ἀβνοβαῖος
xdge1	ἀβοαί	subst	†ἀβοαί·
xdge1	ἀβοᾱτί	adv	ἀβοᾱτί
xdge1	ἀβόᾱτος	xr	ἀβόᾱτος
xdge1	ἀβοεί	adv	ἀβοεί
xdge1	Ἀβοζηνός	NP	Ἀβοζηνός
xdge1	ἀβοηθησία	subst	ἀβοηθησία
xdge1	ἀβοήθητος	adj	ἀβοήθητος
xdge1	ἀβοηθί	adv	ἀβοηθί
xdge1	ἀβοητί	xr	ἀβοητί
xdge1	ἀβόητος	adj	ἀβόητος
xdge1	ἀβοίβλαβον	subst	ἀβοίβλαβον
xdge1	Ἀβοιόκριτος	NP	Ἀβοιόκριτος
xdge1	ἀβολέω	v	ἀβολέω
xdge1	ἀβολητύς	subst	ἀβολητύς
xdge1	ἀβολήτωρ	adj	ἀβολήτωρ
xdge1	ἄβολις	adj	ἄβολις
xdge1	ἀβόλιστος	adj	ἀβόλιστος
xdge1	ἀβολιτίων	subst	ἀβολιτίων
xdge1	Ἄβολλα	NP	Ἄβολλα
xdge1	Ἀβολλαῖος	NP	Ἀβολλαῖος
xdge1	ἀβολλεῖς	subst	ἀβολλεῖς·
xdge1	ἀβόλλης	subst	ἀβόλλης
xdge1	ἄβολος-ον	adj	ἄβολος
xdge1	ἄβολος-ου-ἡ	subst	ἄβολος
xdge1	Ἄβολος	NP	Ἄβολος
xdge1	ἀβόος	·	†ἀβόος·
xdge1	Ἀβοράκη	NP	Ἀβοράκη
xdge1	ἀβόρατος	adj	ἀβόρατος
xdge1	ἀβόρβορος	adj	ἀβόρβορος
xdge1	ἀβορβόρωτος	adj	ἀβορβόρωτος
xdge1	Ἀβοριγῖνες	NP	Ἀβοριγῖνες
xdge1	ἄβορος	adj	ἄβορος
xdge1	Ἀβόρρας	NP	Ἀβόρρας
xdge1	Ἄβος	NP	Ἄβος
xdge1	ἀβοσκής	adj	ἀβοσκής
xdge1	ἀβόσκητος	adj	ἀβόσκητος
xdge1	ἄβοστοι	·	†ἄβοστοι·
xdge1	ἀβότανος	adj	ἀβότανος
xdge1	Ἄβοτις	NP	Ἄβοτις
xdge1	Ἀβοτίτης	NP	Ἀβοτίτης
xdge1	ἄβοτος	adj	ἄβοτος
xdge1	ἄβοτρυς	adj	ἄβοτρυς
xdge1	Ἀβουδιακόν	NP	Ἀβουδιακόν
xdge1	Ἀβουκαῖοι	NP	Ἀβουκαῖοι
xdge1	ἀβουκόλητος	adj	ἀβουκόλητος
xdge1	Ἄβουλα	NP	Ἄβουλα
xdge1	ἀβουλεί	adv	ἀβουλεί
xdge1	ἀβούλευτος	adj	ἀβούλευτος
xdge1	ἀβουλέω	v	ἀβουλέω
xdge1	ἀβουλῆ	adv	ἀβουλῆ
xdge1	ἀβουλησία	subst	ἀβουλησία
xdge1	ἀβουλητίων	xr	ἀβουλητίων
xdge1	ἀβούλητος	adj	ἀβούλητος
xdge1	ἀβουλία	subst	ἀβουλία
xdge1	Ἀβουλίτης	NP	Ἀβουλίτης
xdge1	ἄβουλος	adj	ἄβουλος
xdge1	Ἀβουμᾶ	NP	Ἀβουμᾶ
xdge1	Ἀβουναία	NP	Ἀβουναία
xdge1	Ἀβουνδάντιος	NP	Ἀβουνδάντιος
xdge1	Ἀβουνίς	NP	Ἀβουνίς
xdge1	Ἄβουρ	NP	Ἄβουρ
xdge1	Ἀβούρνιος	NP	Ἀβούρνιος
xdge1	Ἄβους	NP	Ἄβους
xdge1	ἀβουσκολεῖ	v	†ἀβουσκολεῖ·
xdge1	ἀβούτης	adj	ἀβούτης
xdge1	ἄβουτον	·	ἄβουτον·
xdge1	ἀβούτονον	xr	ἀβούτονον
xdge1	ἅβρα	subst	ἅβρα
xdge1	Ἄβρα	NP	Ἄβρα
xdge1	Ἀβραάμ	NP	Ἀβραάμ
xdge1	ἁβράβεσθαι	xr	ἁβράβεσθαι
xdge1	ἀβραβίς	xr	ἀβραβίς
xdge1	Ἀβραγάνα	NP	Ἀβραγάνα
xdge1	Ἀβραδάτας	NP	Ἀβραδάτας
xdge1	ἀβράδυντος	adj	ἀβράδυντος
xdge1	Ἀβραῖος	NP	Ἀβραῖος
xdge1	ἁβραϊστί	xr	ἁβραϊστί
xdge1	Αβραμ	NP	Αβραμ
xdge1	ἀβραμία	·	ἀβραμία·
xdge1	Ἁβραμιαῖος	NP	Ἁβραμιαῖος
xdge1	ἀβραμίας	subst	ἀβραμίας
xdge1	Ἀβραμίδης	NP	Ἀβραμίδης
xdge1	ἀβραμίδιον	subst	ἀβραμίδιον
xdge1	Ἀβράμιος	NP	Ἀβράμιος
xdge1	ἀβραμίς	subst	ἀβραμίς
xdge1	Ἀβραμῖτις	NP	Ἀβραμῖτις
xdge1	Ἄβραμος	NP	Ἄβραμος
xdge1	Ἀβράμου_οἴκησις	NP	Ἀβράμου οἴκησις
xdge1	Ἀβράμων	xr	Ἀβράμων
xdge1	Ἀβράνα	NP	Ἀβράνα
xdge1	ἀβράνας	·	ἀβράνας·
xdge1	ἀβρανίδας	·	ἀβρανίδας·
xdge1	Ἀβράξας	NP	Ἀβράξας
xdge1	Ἀβραούαννος	NP	Ἀβραούαννος
xdge1	ἄβραστος	adj	ἄβραστος
xdge1	ἀβρέβις	subst	ἀβρέβις
xdge1	ἄβρεκτος	adj	ἄβρεκτος
xdge1	ἀβρεμής	·	ἀβρεμής·
xdge1	Ἀβρεττηνός	NP	Ἀβρεττηνός
xdge1	ἀβριβέστερον	·	†ἀβριβέστερον·
xdge1	Ἀβριγκάτουοι	NP	Ἀβριγκάτουοι
xdge1	ἁβρίζεσθαι	v	ἁβρίζεσθαι·
xdge1	ἀβρίζω	v	ἀβρίζω
xdge1	ἀβρῑθής	adj	ἀβρῑθής
xdge1	ἄβρικτος	adj	ἄβρικτος
xdge1	ἀβρινά	·	ἀβρινά·
xdge1	Ἀβρινάται	NP	Ἀβρινάται
xdge1	ἄβριξ	adv	ἄβριξ
xdge1	ἀβριστήν	·	ἀβριστήν·
xdge1	ἁβροβάτᾱς	adj	ἁβροβάτᾱς
xdge1	ἁβρόβιος	adj	ἁβρόβιος
xdge1	ἁβροβόστρυχος	adj	ἁβροβόστρυχος
xdge1	ἁβρόγοος	adj	ἁβρόγοος
xdge1	ἁβρόδαις	adj	ἁβρόδαις
xdge1	ἁβροδίαιτα	subst	ἁβροδίαιτα
xdge1	ἁβροδίαιτος	adj	ἁβροδίαιτος
xdge1	Ἁβροδίτη	NP	Ἁβροδίτη
xdge1	ἁβροείμων	adj	ἁβροείμων
xdge1	ἁβροεύωχον	subst	ἁβροεύωχον
xdge1	ἁβροθυμοέγκαυστος	adj	ἁβροθυμοέγκαυστος
xdge1	Ἄβροι	NP	Ἄβροι
xdge1	Ἄβροιος	NP	Ἄβροιος
xdge1	ἁβρόκαρπον	subst	ἁβρόκαρπον
